train_166,clear primary road selective_logging water
train_169,agriculture clear primary road
train_170,clear primary water
train_171,agriculture clear primary road
train_172,agriculture clear primary road
train_173,clear cultivation primary
train_175,clear primary
train_176,clear primary
train_177,agriculture clear primary road water
train_178,clear primary
train_181,clear primary
train_183,clear primary
train_185,agriculture artisinal_mine clear cultivation habitation primary road water
train_186,clear primary road water
train_187,artisinal_mine clear primary road
train_188,clear primary water
train_189,clear primary road water
train_190,clear primary
train_192,blow_down clear primary
train_195,agriculture clear primary road
train_197,agriculture clear primary road
train_198,clear primary
train_199,agriculture clear cultivation primary
train_200,clear primary
train_201,clear primary
train_202,clear habitation road
train_204,clear primary
train_205,agriculture clear cultivation primary
train_207,bare_ground clear primary road
train_208,clear primary
train_209,agriculture clear primary road
train_211,clear habitation primary road
train_213,agriculture clear primary road water
train_214,clear primary
train_216,agriculture clear primary road
train_217,bare_ground clear primary
train_218,agriculture clear cultivation habitation primary road
train_219,clear primary
train_221,clear primary
train_222,agriculture clear cultivation habitation primary road water
train_223,clear primary
train_224,agriculture clear primary
train_225,agriculture clear cultivation habitation primary road
train_227,agriculture clear cultivation primary
train_229,agriculture clear cultivation primary
train_232,clear primary
train_233,clear primary water
train_235,clear primary
train_236,clear primary
train_237,artisinal_mine clear primary road water
train_238,clear primary
train_239,bare_ground clear primary water
train_240,agriculture clear primary road
train_242,clear primary
train_243,clear primary
train_244,clear primary
train_245,clear primary blooming
train_246,clear primary
train_247,agriculture clear cultivation habitation primary road selective_logging
train_250,clear primary
train_251,clear primary
train_252,clear habitation primary
train_253,agriculture clear habitation primary road
train_254,clear primary
train_255,agriculture clear habitation primary road
train_256,agriculture clear cultivation primary
train_258,clear habitation primary road
train_260,clear primary road water
train_261,agriculture clear primary
train_262,clear cultivation primary
train_263,agriculture clear primary
train_264,clear primary
train_266,clear cultivation habitation primary
train_268,agriculture clear habitation primary road
train_269,clear primary
train_270,agriculture clear primary road
train_271,clear primary
train_272,agriculture clear primary road
train_273,clear water
train_274,artisinal_mine clear primary road water
train_275,clear primary
train_277,clear primary
train_278,clear primary
train_279,clear cultivation primary
train_281,clear primary selective_logging
train_286,agriculture artisinal_mine clear primary water
train_288,clear primary water
train_289,clear primary
train_290,clear water
train_291,agriculture clear primary road
train_293,clear primary water
train_294,clear primary road
train_295,clear primary water
train_296,clear primary
train_297,agriculture clear cultivation primary
train_298,agriculture bare_ground clear cultivation habitation primary
train_299,clear primary
train_300,clear primary
train_301,agriculture clear primary road water
train_303,agriculture clear primary
train_304,agriculture clear primary
train_307,clear primary
train_309,agriculture clear primary water
train_310,clear primary
train_311,agriculture clear habitation primary road
train_313,clear primary water
train_314,agriculture clear primary road
train_316,agriculture clear primary
train_317,clear primary
train_318,clear primary
train_319,bare_ground clear road
train_321,clear primary water
train_322,clear primary road water
train_324,agriculture clear primary water
train_326,agriculture clear primary
train_327,clear primary
train_329,clear primary road water
train_330,agriculture clear primary water
train_333,agriculture clear primary road
train_335,clear primary
train_336,clear primary
train_338,agriculture clear primary
train_339,clear primary
train_344,clear primary
train_345,agriculture clear primary
train_346,clear primary
train_348,clear primary
train_349,agriculture clear primary
train_350,agriculture clear primary road
train_354,clear primary
train_355,clear primary
train_356,clear primary
train_357,clear primary
train_358,agriculture clear cultivation primary
train_362,clear primary water
train_364,clear primary
train_366,clear primary water
train_368,clear primary
train_369,agriculture clear cultivation habitation primary
train_370,agriculture clear habitation primary road
train_371,clear primary
train_372,clear primary
train_373,clear primary
train_374,agriculture clear primary
train_375,clear primary
train_376,clear primary
train_378,clear primary
train_379,agriculture clear primary road
train_380,clear primary
train_381,agriculture clear cultivation habitation primary road
train_382,clear primary
train_383,clear primary
train_386,clear primary road water
train_387,clear primary
train_389,agriculture clear primary road
train_390,agriculture clear primary road
train_391,agriculture clear primary road water
train_392,agriculture clear primary
train_393,agriculture clear primary road
train_394,blooming clear primary
train_397,clear primary
train_398,clear primary
train_399,clear primary
train_401,clear primary
train_403,agriculture clear habitation primary
train_404,clear primary
train_405,agriculture clear primary road
train_407,clear primary
train_408,blooming clear primary
train_410,clear primary
train_411,agriculture clear primary road water
train_412,clear water
train_415,clear primary
train_416,clear habitation primary road water
train_418,bare_ground clear primary water
train_419,agriculture clear habitation primary road
train_420,bare_ground clear primary road
train_421,agriculture clear primary water
train_422,clear primary
train_423,clear primary
train_424,clear primary
train_425,clear habitation road
train_427,clear primary
train_428,clear primary
train_429,clear primary
train_430,agriculture blooming clear cultivation primary
train_431,clear primary
train_433,clear primary
train_435,bare_ground clear primary
train_436,clear primary
train_438,clear primary
train_439,clear primary
train_442,agriculture clear primary water
train_443,clear primary
train_444,clear primary road
train_446,clear primary
train_447,clear primary
train_448,agriculture artisinal_mine clear primary road water
train_449,clear primary
train_450,clear primary water
train_451,bare_ground clear primary
train_455,clear primary
train_456,agriculture clear habitation primary road water
train_457,clear primary
train_459,clear primary
train_462,clear primary
train_463,clear primary road water
train_464,agriculture clear primary
train_465,clear cultivation primary
train_466,clear primary
train_467,agriculture clear cultivation primary
train_468,clear primary
train_469,clear primary
train_470,clear primary
train_471,agriculture bare_ground clear cultivation primary water
train_472,clear primary water
train_473,clear primary
train_475,clear primary road
train_477,agriculture clear cultivation habitation primary slash_burn
train_478,clear primary
train_479,clear primary
train_480,clear primary
train_483,clear primary
train_484,clear primary
train_485,clear primary
train_486,bare_ground clear primary
train_487,clear primary
train_488,clear primary water
train_489,clear primary water
train_490,clear primary
train_491,clear habitation primary road water
train_493,clear primary
train_494,clear primary
train_495,clear primary water
train_496,clear primary
train_497,clear primary
train_498,agriculture clear habitation primary road water
train_499,bare_ground clear primary
train_501,clear primary
train_502,clear primary
train_503,clear primary road water
train_508,clear primary
train_509,clear primary
train_511,clear primary water
train_512,agriculture clear habitation primary road water
train_513,clear cultivation habitation primary road
train_514,clear primary
train_515,clear primary
train_516,agriculture clear primary road
train_519,blooming clear primary
train_521,bare_ground blow_down clear primary slash_burn
train_522,agriculture clear primary road
train_524,agriculture clear primary water
train_525,agriculture clear primary road water
train_528,clear primary
train_529,blooming clear primary
train_530,clear primary
train_531,clear primary
train_533,clear habitation road
train_535,blow_down clear primary
train_536,clear primary
train_537,blooming clear primary
train_538,clear primary
train_543,clear primary
train_544,clear primary selective_logging
train_545,clear primary
train_546,agriculture clear primary road
train_547,clear primary
train_548,clear primary
train_549,clear primary water
train_552,agriculture clear primary
train_555,clear primary
train_556,clear primary water
train_557,agriculture clear primary road
train_558,clear primary
train_559,agriculture clear cultivation habitation primary
train_560,clear primary
train_561,clear primary
train_564,clear primary
train_565,agriculture clear primary road water
train_566,blooming clear primary
train_567,agriculture clear cultivation primary
train_568,agriculture clear primary water
train_570,bare_ground clear road
train_572,agriculture clear primary road water
train_573,clear primary
train_574,agriculture clear cultivation primary road water
train_575,clear primary road
train_577,agriculture clear primary
train_578,clear primary
train_580,clear primary
train_583,clear primary
train_584,agriculture clear habitation primary road
train_585,agriculture clear habitation primary road
train_586,clear primary
train_587,clear primary
train_588,clear cultivation primary
train_590,agriculture clear primary
train_591,clear primary
train_592,clear primary
train_593,clear primary
train_594,clear primary
train_595,clear primary water
train_597,agriculture blooming clear primary road water
train_599,agriculture clear primary
train_600,clear primary
train_602,clear primary
train_603,clear primary
train_604,agriculture clear primary road
train_605,clear primary water
train_606,clear primary
train_607,agriculture clear primary road
train_609,bare_ground clear primary
train_610,agriculture clear primary road
train_611,clear primary
train_612,clear primary
train_613,agriculture clear cultivation habitation primary road
train_615,clear primary
train_616,clear primary
train_617,clear primary
train_618,clear cultivation primary water
train_619,agriculture clear primary water
train_621,clear primary
train_622,clear primary
train_623,agriculture clear primary water
train_624,clear primary
train_626,clear primary
train_627,clear primary
train_628,clear primary
train_629,clear primary
train_630,clear primary
train_631,agriculture clear primary road
train_632,agriculture clear primary road water
train_633,agriculture clear habitation primary road
train_634,agriculture clear primary
train_635,clear primary
train_636,clear primary
train_637,clear primary
train_638,clear primary
train_639,clear primary
train_640,clear primary
train_641,clear primary
train_642,clear primary water
train_643,clear primary
train_644,clear primary
train_645,clear primary water
train_649,agriculture clear cultivation primary
train_651,agriculture clear habitation primary road water
train_652,clear primary water
train_653,agriculture clear cultivation primary road
train_655,clear primary
train_656,agriculture clear habitation primary road
train_657,agriculture clear primary road
train_658,clear primary
train_660,clear primary
train_662,clear primary
train_663,clear primary
train_664,clear primary
train_665,agriculture clear cultivation primary road water
train_666,agriculture clear cultivation primary
train_667,clear primary
train_668,clear primary
train_669,agriculture clear cultivation habitation primary road
train_670,agriculture clear cultivation primary road water
train_671,clear primary
train_673,clear primary
train_676,clear primary
train_677,agriculture clear habitation primary road
train_679,clear primary
train_680,agriculture clear cultivation habitation primary road water
train_681,clear primary
train_682,clear primary
train_683,agriculture clear primary road
train_685,clear primary
train_686,clear primary
train_687,clear primary
train_689,clear primary water
train_691,clear primary
train_693,agriculture clear water
train_694,clear primary
train_695,clear habitation primary road
train_696,agriculture clear cultivation primary road selective_logging
train_697,clear primary
train_698,bare_ground clear primary
train_699,agriculture clear habitation primary water
train_700,clear primary water
train_701,agriculture clear habitation primary water
train_702,agriculture clear primary road
train_703,blow_down clear primary
train_705,clear primary
train_708,clear primary water
train_709,clear primary
train_710,clear primary
train_712,blooming clear primary
train_713,clear primary
train_714,clear primary
train_718,bare_ground clear primary water
train_719,clear primary
train_720,agriculture clear cultivation habitation primary
train_722,agriculture clear primary road water
train_723,clear primary
train_724,clear primary
train_727,clear primary
train_728,agriculture clear cultivation habitation primary road slash_burn
train_729,clear primary
train_730,clear primary water
train_731,clear primary
train_732,clear primary
train_733,agriculture clear primary road
train_734,clear primary
train_735,clear primary water
train_736,agriculture clear cultivation habitation primary road
train_737,clear primary
train_738,agriculture clear cultivation primary
train_739,agriculture clear habitation primary
train_741,clear primary
train_742,clear primary water
train_744,agriculture clear habitation primary road
train_746,clear primary road selective_logging
train_747,clear primary
train_748,clear primary
train_749,agriculture clear primary road
train_750,agriculture clear primary water
train_751,agriculture clear primary road
train_754,clear primary
train_755,clear primary water
train_760,clear primary
train_761,clear primary
train_762,agriculture clear habitation primary road
train_763,agriculture clear primary water
train_764,clear primary road
train_767,agriculture clear primary road
train_768,clear primary
train_770,agriculture clear cultivation habitation primary road
train_771,clear primary water
train_772,clear primary
train_773,clear primary
train_776,clear primary
train_777,clear primary
train_778,clear primary water
train_779,clear primary
train_780,agriculture clear cultivation primary
train_783,clear primary water
train_784,clear primary
train_786,agriculture clear cultivation primary
train_787,clear primary water
train_788,clear primary
train_789,clear primary
train_791,clear primary
train_792,clear primary
train_793,agriculture clear primary road
train_795,bare_ground clear primary road
train_801,clear primary
train_802,agriculture clear cultivation habitation primary
train_803,clear primary
train_805,clear primary
train_806,clear primary water
train_808,clear primary
train_809,agriculture clear cultivation habitation primary road
train_810,clear primary
train_811,agriculture clear habitation primary
train_812,clear primary
train_813,agriculture clear primary
train_814,agriculture clear habitation primary road
train_816,agriculture clear cultivation primary
train_818,clear primary
train_820,agriculture clear habitation primary road water
train_821,clear primary
train_822,clear primary
train_824,clear primary
train_825,bare_ground clear cultivation habitation primary water
train_828,clear primary
train_829,agriculture clear primary road
train_830,agriculture clear primary
train_831,agriculture clear primary
train_832,clear primary
train_833,clear primary
train_835,clear primary
train_836,clear primary
train_837,clear primary
train_838,clear primary water
train_839,clear primary
train_841,agriculture clear primary
train_843,agriculture clear primary road
train_845,clear primary
train_847,clear primary
train_848,clear primary
train_850,clear primary
train_851,agriculture clear cultivation primary road
train_852,clear primary
train_853,clear primary water
train_854,clear primary
train_855,clear primary
train_857,agriculture clear primary
train_858,agriculture clear primary road
train_859,agriculture clear primary road
train_861,clear primary road water
train_862,clear primary water
train_863,clear primary
train_864,clear primary blooming
train_865,clear cultivation habitation primary water
train_866,agriculture clear habitation primary road
train_867,agriculture clear habitation primary road
train_868,clear primary
train_869,clear primary
train_871,clear primary road selective_logging
train_872,agriculture clear primary road water
train_875,agriculture clear primary road
train_876,agriculture clear cultivation primary
train_877,clear primary
train_878,clear primary
train_880,clear primary
train_883,agriculture clear primary
train_886,clear primary
train_889,clear primary
train_890,agriculture clear primary
train_891,clear primary
train_892,clear primary blooming
train_894,agriculture clear cultivation primary
train_895,agriculture clear primary road
train_896,agriculture clear habitation primary
train_898,clear cultivation primary water
train_899,clear primary
train_901,agriculture clear primary
train_903,clear primary
train_905,clear primary
train_906,clear primary
train_907,clear cultivation primary
train_908,clear primary
train_909,agriculture clear primary
train_910,clear primary road
train_911,clear primary
train_913,clear cultivation habitation primary
train_914,clear cultivation primary
train_915,clear primary water
train_916,agriculture clear primary water
train_917,clear primary
train_918,clear primary
train_919,clear primary water
train_921,agriculture clear primary
train_922,clear primary
train_924,blow_down clear primary
train_925,agriculture clear cultivation primary
train_926,clear primary
train_927,clear primary
train_929,clear primary
train_930,clear primary
train_931,agriculture clear primary
train_932,agriculture clear primary road
train_933,clear primary water
train_934,clear primary water
train_936,clear primary
train_937,clear primary
train_939,clear primary
train_940,agriculture clear primary road
train_941,clear primary water
train_943,clear primary water
train_944,clear primary road
train_945,clear primary
train_946,clear primary
train_947,clear cultivation primary
train_948,agriculture clear cultivation primary
train_949,agriculture clear cultivation habitation primary road
train_950,clear primary road water
train_955,clear primary
train_956,clear primary water
train_957,clear habitation primary road
train_959,agriculture clear primary
train_960,agriculture clear primary water
train_962,clear primary
train_964,clear primary
train_966,agriculture clear primary road
train_967,clear primary
train_971,clear primary
train_973,agriculture clear primary
train_974,bare_ground clear primary road water
train_976,clear primary
train_977,agriculture clear habitation primary road water
train_978,clear primary
train_979,clear primary water
train_980,clear primary
train_981,clear primary
train_982,agriculture clear habitation primary road
train_983,clear primary
train_985,clear primary
train_986,agriculture clear cultivation primary
train_990,clear primary
train_991,agriculture clear primary road
train_992,agriculture clear cultivation primary
train_993,clear habitation primary water
train_995,clear primary
train_997,artisinal_mine clear primary road selective_logging water
train_999,clear primary
train_1001,clear primary
train_1002,clear primary
train_1003,clear primary
train_1004,clear primary water
train_1005,clear primary
train_1006,clear primary
train_1007,clear primary
train_1008,clear primary
train_1009,agriculture clear primary road
train_1010,clear primary
train_1011,clear primary road water
train_1012,clear cultivation primary road water
train_1015,clear primary
train_1016,clear primary road
train_1017,clear primary
train_1018,clear primary
train_1019,agriculture clear habitation primary road
train_1020,clear primary water
train_1021,clear primary
train_1023,agriculture clear primary
train_1024,clear primary
train_1025,agriculture clear cultivation primary
train_1026,clear primary
train_1027,clear primary water
train_1029,clear primary
train_1031,agriculture clear primary water
train_1033,clear primary water
train_1034,agriculture clear cultivation primary road
train_1035,clear primary
train_1037,clear primary water
train_1039,clear primary
train_1040,clear primary
train_1042,clear primary
train_1043,agriculture clear habitation primary road
train_1044,clear primary
train_1045,agriculture clear cultivation habitation primary road water
train_1046,agriculture clear habitation primary road
train_1047,agriculture clear cultivation primary
train_1049,clear primary
train_1050,agriculture clear primary
train_1051,clear primary
train_1052,clear primary
train_1054,agriculture clear habitation primary road
train_1055,clear primary
train_1056,clear primary
train_1061,agriculture clear cultivation habitation primary road water
train_1062,clear primary
train_1063,agriculture clear primary
train_1064,bare_ground clear primary
train_1066,agriculture clear cultivation primary water
train_1068,clear primary
train_1069,clear primary
train_1071,clear primary
train_1074,clear primary
train_1076,agriculture clear primary
train_1079,clear cultivation primary
train_1080,clear primary water
train_1082,clear primary
train_1083,clear primary
train_1084,clear primary
train_1085,clear primary
train_1087,agriculture clear primary road slash_burn
train_1088,clear primary
train_1089,clear cultivation primary
train_1090,agriculture clear primary water
train_1091,agriculture clear habitation primary road
train_1093,agriculture clear primary road
train_1096,clear primary
train_1097,clear primary water
train_1098,agriculture clear habitation primary road water
train_1099,clear primary water
train_1100,clear primary
train_1101,clear water
train_1102,agriculture clear habitation primary road
train_1106,agriculture clear habitation primary road
train_1107,clear primary
train_1108,agriculture clear primary road
train_1109,clear primary
train_1111,clear primary
train_1112,agriculture clear habitation primary water
train_1114,clear primary
train_1115,artisinal_mine clear primary
train_1116,agriculture clear cultivation primary
train_1117,agriculture clear cultivation primary road water
train_1118,clear primary
train_1119,agriculture clear habitation primary road
train_1120,clear primary
train_1122,agriculture clear cultivation primary
train_1123,clear habitation primary road
train_1124,clear primary
train_1127,clear primary
train_1128,agriculture clear cultivation habitation primary road
train_1130,agriculture clear habitation primary road water
train_1132,clear primary road water
train_1133,clear primary
train_1134,agriculture clear cultivation primary
train_1135,clear primary water
train_1136,clear primary road water
train_1137,clear primary
train_1141,clear primary water
train_1142,agriculture clear primary
train_1143,clear cultivation primary
train_1144,agriculture clear primary road
train_1145,clear primary
train_1146,clear primary
train_1148,clear primary
train_1150,clear primary
train_1151,agriculture clear primary
train_1152,clear primary
train_1154,agriculture clear cultivation primary water
train_1155,clear primary
train_1156,agriculture clear primary
train_1157,clear primary
train_1158,clear primary
train_1159,agriculture clear cultivation primary road
train_1160,clear primary
train_1163,clear cultivation primary slash_burn
train_1164,clear primary
train_1165,clear primary road water
train_1166,clear primary water
train_1167,agriculture clear cultivation primary
train_1168,clear primary
train_1169,clear primary
train_1170,clear habitation primary road
train_1171,clear primary
train_1172,clear primary
train_1173,agriculture clear habitation primary road
train_1174,clear primary
train_1178,agriculture clear habitation primary road
train_1180,clear primary
train_1181,clear primary road selective_logging
train_1182,clear primary
train_1185,clear primary water
train_1187,clear primary
train_1188,agriculture clear cultivation primary road
train_1189,clear primary
train_1190,clear primary
train_1191,agriculture clear primary road
train_1192,clear primary
train_1193,clear primary
train_1195,agriculture clear habitation primary road
train_1196,clear water
train_1198,clear primary
train_1199,agriculture clear
train_1200,clear primary
train_1201,bare_ground clear cultivation primary
train_1203,clear primary
train_1204,bare_ground clear primary
train_1205,clear primary
train_1206,clear habitation primary road water
train_1208,clear primary water
train_1209,clear cultivation primary
train_1211,bare_ground clear habitation primary
train_1212,clear primary
train_1213,clear primary
train_1214,clear primary
train_1215,clear primary
train_1216,clear primary water
train_1217,agriculture clear primary
train_1218,clear primary
train_1220,agriculture clear cultivation primary
train_1221,clear primary
train_1222,clear primary
train_1223,bare_ground clear primary road water
train_1224,clear primary
train_1227,clear primary
train_1228,agriculture clear primary road
train_1231,clear primary
train_1234,agriculture clear cultivation habitation primary road
train_1235,agriculture clear habitation primary road
train_1237,agriculture clear cultivation primary road
train_1238,agriculture clear primary
train_1241,agriculture clear primary road
train_1242,clear primary
train_1243,clear primary water
train_1244,clear primary water
train_1245,clear primary
train_1246,clear primary
train_1248,clear primary
train_1251,clear primary road water
train_1252,agriculture clear primary road
train_1253,agriculture clear cultivation primary
train_1254,agriculture clear primary road water
train_1255,clear primary
train_1257,clear primary
train_1258,clear primary water
train_1259,clear primary
train_1260,clear primary
train_1261,agriculture clear primary
train_1262,agriculture clear primary road
train_1263,clear cultivation primary
train_1267,clear primary
train_1269,clear cultivation primary
train_1270,clear primary
train_1271,agriculture clear cultivation primary
train_1272,agriculture clear cultivation primary
train_1273,agriculture bare_ground clear cultivation primary
train_1274,clear primary
train_1275,clear primary
train_1276,clear primary
train_1277,agriculture clear cultivation primary
train_1278,agriculture clear primary slash_burn
train_1279,agriculture clear cultivation habitation primary road
train_1281,clear primary
train_1282,clear primary
train_1285,clear primary road
train_1286,clear primary
train_1288,clear primary water
train_1289,clear primary water
train_1290,clear primary water
train_1292,clear primary
train_1293,clear primary
train_1294,agriculture clear primary
train_1295,agriculture clear primary road
train_1296,clear primary
train_1299,clear primary
train_1301,agriculture clear primary road
train_1303,clear primary
train_1306,agriculture clear primary road
train_1307,clear primary
train_1308,clear primary water
train_1309,agriculture clear cultivation primary
train_1310,clear primary
train_1311,agriculture clear primary road
train_1314,clear primary
train_1316,blooming clear primary
train_1319,agriculture clear habitation primary road slash_burn
train_1322,clear primary
train_1323,agriculture clear cultivation primary road
train_1324,clear primary
train_1325,agriculture clear primary road
train_1326,clear habitation primary road
train_1327,agriculture clear primary road
train_1329,clear primary water
train_1330,clear habitation primary road
train_1332,agriculture clear primary road
train_1333,agriculture clear primary road
train_1334,bare_ground clear primary road
train_1337,clear primary selective_logging water
train_1338,clear primary water
train_1340,agriculture artisinal_mine clear cultivation habitation primary water
train_1341,agriculture clear road
train_1342,clear primary
train_1343,clear primary
train_1345,clear primary
train_1346,agriculture clear primary
train_1347,agriculture clear habitation primary road
train_1348,agriculture clear primary road
train_1349,clear primary
train_1351,clear primary
train_1352,clear cultivation primary water
train_1353,clear primary
train_1354,clear primary
train_1355,clear primary
train_1358,clear primary
train_1359,agriculture clear primary road
train_1361,agriculture clear primary
train_1362,clear primary
train_1364,agriculture clear cultivation primary water
train_1365,agriculture clear primary
train_1366,agriculture clear habitation primary road
train_1367,clear primary
train_1369,clear primary
train_1371,clear primary
train_1372,clear primary
train_1373,agriculture clear cultivation primary
train_1375,clear primary
train_1377,clear primary
train_1379,agriculture clear primary
train_1380,clear cultivation primary
train_1381,clear primary
train_1383,clear primary water
train_1385,clear primary
train_1386,clear primary selective_logging
train_1387,clear primary
train_1388,agriculture clear primary road water
train_1390,agriculture clear cultivation primary
train_1392,clear primary
train_1393,agriculture clear primary road water
train_1394,clear primary
train_1395,clear primary
train_1397,clear primary
train_1399,clear primary
train_1400,clear habitation primary road
train_1401,agriculture clear cultivation habitation primary road water
train_1402,clear primary water
train_1403,agriculture clear primary
train_1405,clear primary
train_1406,clear primary
train_1407,agriculture clear cultivation primary water
train_1408,bare_ground clear primary
train_1409,blooming clear primary
train_1411,bare_ground clear primary
train_1412,clear primary
train_1413,clear primary
train_1414,clear primary
train_1416,clear primary
train_1417,clear primary water
train_1418,agriculture clear habitation primary road
train_1419,clear primary road water
train_1420,agriculture clear primary water
train_1421,bare_ground clear primary road
train_1422,clear primary
train_1423,agriculture clear cultivation primary
train_1424,clear primary
train_1425,clear primary
train_1426,clear primary
train_1427,clear primary
train_1428,clear primary
train_1429,clear primary
train_1430,agriculture clear primary
train_1431,agriculture clear cultivation primary
train_1432,clear primary
train_1433,clear primary
train_1434,clear cultivation primary
train_1435,clear primary
train_1436,artisinal_mine clear primary water
train_1437,clear primary
train_1438,clear primary
train_1439,agriculture clear cultivation habitation primary road
train_1443,clear habitation primary road
train_1444,agriculture clear primary water
train_1445,agriculture clear primary
train_1446,agriculture clear primary road
train_1447,clear primary
train_1448,clear primary
train_1449,clear primary
train_1451,clear primary
train_1452,clear primary
train_1455,agriculture clear primary road
train_1457,clear primary
train_1458,clear primary
train_1459,clear primary
train_1460,clear primary
train_1461,clear primary
train_1462,clear primary
train_1463,clear primary
train_1464,clear primary
train_1465,agriculture clear cultivation cultivation habitation primary road slash_burn water
train_1466,clear primary
train_1467,clear primary
train_1470,clear primary
train_1472,clear primary
train_1473,agriculture clear road
train_1476,agriculture bare_ground clear habitation road
train_1478,clear primary
train_1480,clear primary water
train_1482,agriculture clear cultivation primary
train_1484,clear primary
train_1485,agriculture clear primary road water
train_1487,clear primary
train_1488,clear primary
train_1491,clear primary
train_1493,clear primary road water
train_1495,clear primary
train_1498,clear primary
train_1499,agriculture clear cultivation primary water
train_1501,agriculture clear habitation primary road
train_1502,clear cultivation primary slash_burn
train_1503,clear primary water
train_1504,clear primary
train_1505,clear primary water
train_1506,clear primary
train_1508,clear primary
train_1509,agriculture clear primary water
train_1511,clear primary
train_1513,clear primary
train_1514,clear primary
train_1515,clear primary
train_1518,clear primary water
train_1519,clear habitation primary water
train_1521,clear primary
train_1522,clear primary
train_1524,clear primary
train_1525,agriculture clear habitation primary road
train_1527,agriculture clear habitation primary
train_1528,clear primary water
train_1529,clear cultivation habitation primary road water
train_1530,clear primary
train_1531,clear water
train_1532,clear primary water
train_1533,artisinal_mine clear primary water
train_1535,clear primary
train_1536,clear cultivation primary
train_1537,agriculture clear primary road
train_1539,clear primary water
train_1540,agriculture clear primary water
train_1541,clear primary
train_1542,clear primary water
train_1543,agriculture clear habitation road
train_1544,clear primary
train_1547,clear primary
train_1548,clear primary water
train_1552,agriculture clear cultivation primary
train_1553,clear primary
train_1554,agriculture clear cultivation primary
train_1556,clear primary water
train_1557,clear primary
train_1560,clear primary road water
train_1561,clear primary
train_1563,agriculture clear primary
train_1564,agriculture clear habitation primary slash_burn water
train_1566,agriculture bare_ground clear habitation primary
train_1567,clear primary
train_1568,clear primary
train_1569,clear primary
train_1570,clear primary
train_1572,clear primary
train_1574,clear primary
train_1575,clear primary
train_1576,clear primary
train_1577,clear primary
train_1579,clear primary
train_1581,agriculture clear cultivation primary
train_1582,clear cultivation habitation primary road
train_1583,clear primary
train_1586,clear primary road
train_1587,agriculture clear primary road water
train_1588,clear primary
train_1589,blooming clear cultivation primary
train_1590,clear primary
train_1591,agriculture clear habitation primary
train_1593,clear primary
train_1595,clear primary
train_1599,agriculture clear cultivation habitation primary road
train_1602,clear primary
train_1608,clear cultivation primary
train_1610,agriculture clear primary road
train_1611,clear water
train_1612,clear primary
train_1615,clear primary
train_1616,clear primary
train_1617,clear primary
train_1621,clear primary
train_1622,clear primary
train_1623,bare_ground clear primary
train_1624,agriculture clear primary road
train_1626,agriculture clear habitation primary road
train_1627,clear primary
